      0.0000  1.00000000  1.0000000000
    100.0000  0.99935770  0.9892882567
    200.0000  0.98984327  0.9143705092
    300.0000  0.95105310  0.7315446622
    400.0000  0.86290662  0.4727931298
    500.0000  0.72931894  0.2417664642
    600.0000  0.58148826  0.1029147787
    700.0000  0.45024397  0.0398376271
    800.0000  0.34783242  0.0151357702
    900.0000  0.27267901  0.0059094156
   1000.0000  0.21865993  0.0024216252
   1100.0000  0.17980836  0.0010486455
   1200.0000  0.15156538  0.0004797004
   1300.0000  0.13072709  0.0002310308
   1400.0000  0.11510314  0.0001166307
   1500.0000  0.10320135  0.0000614370
   1600.0000  0.09399752  0.0000336256
   1700.0000  0.08677986  0.0000190484
   1800.0000  0.08104648  0.0000111304
   1900.0000  0.07643818  0.0000066883
   2000.0000  0.07269407  0.0000041223
   2100.0000  0.06962194  0.0000025999
   2200.0000  0.06707833  0.0000016746
   2300.0000  0.06495478  0.0000010996
   2400.0000  0.06316834  0.0000007349
   2500.0000  0.06165489  0.0000004992
   2600.0000  0.06036435  0.0000003442
   2700.0000  0.05925723  0.0000002407
   2800.0000  0.05830214  0.0000001705
   2900.0000  0.05747390  0.0000001222
   3000.0000  0.05675215  0.0000000886
   3100.0000  0.05612034  0.0000000649
   3200.0000  0.05556490  0.0000000480
   3300.0000  0.05507464  0.0000000359
   3400.0000  0.05464028  0.0000000270
   3500.0000  0.05425409  0.0000000205
   3600.0000  0.05390957  0.0000000157
   3700.0000  0.05360125  0.0000000121
   3800.0000  0.05332451  0.0000000094
   3900.0000  0.05307540  0.0000000073
   4000.0000  0.05285056  0.0000000058
   4100.0000  0.05264711  0.0000000046
   4200.0000  0.05246256  0.0000000036
   4300.0000  0.05229477  0.0000000029
   4400.0000  0.05214189  0.0000000023
   4500.0000  0.05200228  0.0000000019
   4600.0000  0.05187455  0.0000000015
   4700.0000  0.05175745  0.0000000012
   4800.0000  0.05164991  0.0000000010
   4900.0000  0.05155096  0.0000000008
   5000.0000  0.05145977  0.0000000007
   5100.0000  0.05137558  0.0000000006
   5200.0000  0.05129775  0.0000000005
   5300.0000  0.05122568  0.0000000004
   5400.0000  0.05115885  0.0000000003
   5500.0000  0.05109679  0.0000000003
   5600.0000  0.05103908  0.0000000002
   5700.0000  0.05098535  0.0000000002
   5800.0000  0.05093527  0.0000000002
   5900.0000  0.05088852  0.0000000001
   6000.0000  0.05084483  0.0000000001
   6100.0000  0.05080396  0.0000000001
   6200.0000  0.05076569  0.0000000001
   6300.0000  0.05072980  0.0000000001
   6400.0000  0.05069613  0.0000000001
   6500.0000  0.05066449  0.0000000001
   6600.0000  0.05063475  0.0000000000
   6700.0000  0.05060675  0.0000000000
   6800.0000  0.05058037  0.0000000000
   6900.0000  0.05055550  0.0000000000
   7000.0000  0.05053204  0.0000000000
   7100.0000  0.05050987  0.0000000000
   7200.0000  0.05048892  0.0000000000
   7300.0000  0.05046910  0.0000000000
   7400.0000  0.05045034  0.0000000000
   7500.0000  0.05043257  0.0000000000
   7600.0000  0.05041572  0.0000000000
   7700.0000  0.05039973  0.0000000000
   7800.0000  0.05038455  0.0000000000
   7900.0000  0.05037014  0.0000000000
   8000.0000  0.05035643  0.0000000000
   8100.0000  0.05034339  0.0000000000
   8200.0000  0.05033098  0.0000000000
   8300.0000  0.05031916  0.0000000000
   8400.0000  0.05030790  0.0000000000
   8500.0000  0.05029716  0.0000000000
   8600.0000  0.05028691  0.0000000000
   8700.0000  0.05027713  0.0000000000
   8800.0000  0.05026779  0.0000000000
   8900.0000  0.05025887  0.0000000000
   9000.0000  0.05025033  0.0000000000
   9100.0000  0.05024217  0.0000000000
   9200.0000  0.05023436  0.0000000000
   9300.0000  0.05022688  0.0000000000
   9400.0000  0.05021972  0.0000000000
   9500.0000  0.05021285  0.0000000000
   9600.0000  0.05020627  0.0000000000
   9700.0000  0.05019995  0.0000000000
   9800.0000  0.05019390  0.0000000000
   9900.0000  0.05018808  0.0000000000
  10000.0000  0.05018249  0.0000000000
  10100.0000  0.05017713  0.0000000000
  10200.0000  0.05017197  0.0000000000
  10300.0000  0.05016701  0.0000000000
  10400.0000  0.05016224  0.0000000000
  10500.0000  0.05015764  0.0000000000
  10600.0000  0.05015323  0.0000000000
  10700.0000  0.05014897  0.0000000000
  10800.0000  0.05014487  0.0000000000
  10900.0000  0.05014092  0.0000000000
  11000.0000  0.05013711  0.0000000000
  11100.0000  0.05013344  0.0000000000
  11200.0000  0.05012990  0.0000000000
  11300.0000  0.05012648  0.0000000000
  11400.0000  0.05012318  0.0000000000
  11500.0000  0.05011999  0.0000000000
  11600.0000  0.05011692  0.0000000000
  11700.0000  0.05011394  0.0000000000
  11800.0000  0.05011107  0.0000000000
  11900.0000  0.05010829  0.0000000000
  12000.0000  0.05010561  0.0000000000
  12100.0000  0.05010301  0.0000000000
  12200.0000  0.05010050  0.0000000000
  12300.0000  0.05009807  0.0000000000
  12400.0000  0.05009572  0.0000000000
